11.11016225,2.382703404
48.37208947,2.363422799
93.65732034,2.3519639
137.6801369,2.342105837
184.1706902,2.331734175
229.1301171,2.314193792
260.8488093,2.288139402
281.8913314,2.261351286
298.9104026,2.231207852
315.872953,2.203725611
334.885328,2.176127187
353.8549984,2.150539443
372.842253,2.124123772
398.9843686,2.085075822
450.9082361,2.111580128
495.2209486,2.118368808
538.7599854,2.120271977
585.8025025,2.122470583
628.7789402,2.123320966
675.8659889,2.123422875
720.9205688,2.122823791
765.9614466,2.122869845
809.7990573,2.121731891
853.0224742,2.120593309
899.0870084,2.12064041
983.0959074,2.117473669
1028.168186,2.116041283
1073.209064,2.116087337
1118.277346,2.114843116
1168.056518,2.11212908
1220.791416,2.107958794
1277.315108,2.102891219
1323.431088,2.095160712
1356.532011,2.079001253
1371.435945,2.052049157
1378.728955,1.997859103
1379.326263,1.969735885
1381.366039,1.937960672
1384.719971,1.908574887
1391.141224,1.863297957
1398.744332,1.826639617
1403.215763,1.808902521
