eps_S81,eps_Li2S1,rho_TEGDME(e)_cat1,rho_Li+(e)_cat1,rho_TFSI-(e)_cat1,rho_S8(e)_cat1,rho_Li2S8(e)_cat1,rho_Li2S6(e)_cat1,rho_Li2S4(e)_cat1,rho_Li2S3(e)_cat1,rho_Li2S2(e)_cat1,Phi_dl1,Phi_ed1,np_S81,np_Li2S1,eps_S82,eps_Li2S2,rho_TEGDME(e)_cat2,rho_Li+(e)_cat2,rho_TFSI-(e)_cat2,rho_S8(e)_cat2,rho_Li2S8(e)_cat2,rho_Li2S6(e)_cat2,rho_Li2S4(e)_cat2,rho_Li2S3(e)_cat2,rho_Li2S2(e)_cat2,Phi_dl2,Phi_ed2,np_S82,np_Li2S2,eps_S83,eps_Li2S3,rho_TEGDME(e)_cat3,rho_Li+(e)_cat3,rho_TFSI-(e)_cat3,rho_S8(e)_cat3,rho_Li2S8(e)_cat3,rho_Li2S6(e)_cat3,rho_Li2S4(e)_cat3,rho_Li2S3(e)_cat3,rho_Li2S2(e)_cat3,Phi_dl3,Phi_ed3,np_S83,np_Li2S3,eps_S84,eps_Li2S4,rho_TEGDME(e)_cat4,rho_Li+(e)_cat4,rho_TFSI-(e)_cat4,rho_S8(e)_cat4,rho_Li2S8(e)_cat4,rho_Li2S6(e)_cat4,rho_Li2S4(e)_cat4,rho_Li2S3(e)_cat4,rho_Li2S2(e)_cat4,Phi_dl4,Phi_ed4,np_S84,np_Li2S4,eps_S85,eps_Li2S5,rho_TEGDME(e)_cat5,rho_Li+(e)_cat5,rho_TFSI-(e)_cat5,rho_S8(e)_cat5,rho_Li2S8(e)_cat5,rho_Li2S6(e)_cat5,rho_Li2S4(e)_cat5,rho_Li2S3(e)_cat5,rho_Li2S2(e)_cat5,Phi_dl5,Phi_ed5,np_S85,np_Li2S5,rho_TEGDME(e)_sep1,rho_Li+(e)_sep1,rho_TFSI-(e)_sep1,rho_S8(e)_sep1,rho_Li2S8(e)_sep1,rho_Li2S6(e)_sep1,rho_Li2S4(e)_sep1,rho_Li2S3(e)_sep1,rho_Li2S2(e)_sep1,Phi_sep1,rho_TEGDME(e)_an1,rho_Li+(e)_an1,rho_TFSI-(e)_an1,rho_S8(e)_an1,rho_Li2S8(e)_an1,rho_Li2S6(e)_an1,rho_Li2S4(e)_an1,rho_Li2S3(e)_an1,rho_Li2S2(e)_an1,Phi_an_dl1,Phi_an1,Time
0.24154510165749343,1e-05,10.229988526754308,1.0239988515538998,1.0239988515538998,0.00020335142695033487,0.00018209979576949763,3.31399628325159e-06,2.0459977053508625e-08,2.045997705341438e-10,5.348015483910222e-16,1.1999999999967381,2.7970837496886505,7535795026375.282,28110735276179.0,0.24154510165749343,1e-05,10.229988526754308,1.0239988515538998,1.0239988515538998,0.00020335142695033487,0.00018209979576949763,3.31399628325159e-06,2.0459977053508625e-08,2.045997705341438e-10,5.348015483910222e-16,1.200000000002072,2.797220611867966,7535795026375.282,28110735276179.0,0.24154510165749343,1e-05,10.229988526754308,1.0239988515538998,1.0239988515538998,0.00020335142695033487,0.00018209979576949763,3.31399628325159e-06,2.0459977053508625e-08,2.045997705341438e-10,5.348015483910222e-16,1.1999999999997022,2.7973573944708514,7535795026375.282,28110735276179.0,0.24154510165749343,1e-05,10.229988526754308,1.0239988515539178,1.0239988515539178,0.00020335142694979239,0.00018209979576949817,3.313996283251598e-06,2.0459977053508754e-08,2.0459977053414514e-10,5.348015483910131e-16,1.2000000000046873,2.797494272902536,7535795026375.282,28110735276179.0,0.2415451016574922,1e-05,10.229988526765457,1.0239988517330014,1.0239988517330014,0.00020335133889793364,0.00018209979578141843,3.313996283468535e-06,2.0459977055740725e-08,2.0459977055646483e-10,5.348015482404189e-16,1.1999999999979167,2.797631075102646,7535795026375.282,28110735276179.0,10.229999999982557,1.0240000024450013,1.0240000024450013,0.00019430013765399875,0.000182099999981366,3.3139999996608835e-06,2.0459999996510872e-08,2.0459999996510848e-10,5.348000002354153e-16,1.5978766510209181,10.23,1.0241165965866985,1.02399999877376,0.0001943000000000725,0.0001821,3.314e-06,2.0459999999999986e-08,2.0459999999999984e-10,5.348000000000012e-16,-1.5999994321662045,0.0,0.0
0.24154510165599577,1e-05,10.229988526732527,1.0239988515442633,1.0239988515442633,0.00020335144413457102,0.0001820997957691099,3.313996283244534e-06,2.0459977053465062e-08,2.0459977053370816e-10,5.348015483939635e-16,1.199992161397811,2.797076401838904,7535795026375.282,28110735276179.0,0.24154510165599577,1e-05,10.229988526732527,1.0239988515515237,1.0239988515515237,0.00020335144413457102,0.0001820997957691099,3.313996283244534e-06,2.0459977053465062e-08,2.0459977053370816e-10,5.348015483939629e-16,1.1999997940998481,2.797217273710177,7535795026375.282,28110735276179.0,0.24154510165599577,1e-05,10.229988526732527,1.0239988515517098,1.0239988515517098,0.00020335144413457102,0.0001820997957691099,3.313996283244534e-06,2.0459977053465062e-08,2.0459977053370816e-10,5.348015483939628e-16,1.1999999897958697,2.7973542084662504,7535795026375.282,28110735276179.0,0.24154510165599577,1e-05,10.229988526732527,1.0239988515515632,1.0239988515515632,0.00020335144413402854,0.00018209979576911043,3.313996283244542e-06,2.045997705346519e-08,2.045997705337095e-10,5.348015483939538e-16,1.199999816938498,2.7974909481119314,7535795026375.282,28110735276179.0,0.24154510165599455,1e-05,10.229988526743675,1.0239988517241936,1.0239988517241936,0.00020335135608183543,0.00018209979578103074,3.3139962834614798e-06,2.045997705569717e-08,2.0459977055602926e-10,5.348015482433596e-16,1.199993031889779,2.79762418729675,7535795026375.282,28110735276179.0,10.229999999982557,1.0240000024450067,1.0240000024450067,0.0001943001376545215,0.0001820999999813659,3.3139999996608823e-06,2.045999999651086e-08,2.0459999996510836e-10,5.348000002354161e-16,1.5978767161835963,10.23,1.0241165966221957,1.023999998783931,0.0001943000000000725,0.0001821,3.314e-06,2.0459999999999986e-08,2.0459999999999984e-10,5.348000000000012e-16,-1.5999994973289,0.0,1.3631838514358115e-10
0.2415451016544981,1e-05,10.229988526710745,1.0239988515348173,1.0239988515348173,0.00020335146131880715,0.00018209979576872215,3.3139962832374777e-06,2.04599770534215e-08,2.0459977053327252e-10,5.348015483969054e-16,1.1999845232981832,2.7970692280790135,7535795026375.282,28110735276179.0,0.2415451016544981,1e-05,10.229988526710745,1.0239988515489664,1.0239988515489664,0.00020335146131880715,0.00018209979576872215,3.3139962832374777e-06,2.04599770534215e-08,2.0459977053327252e-10,5.348015483969035e-16,1.19999939785737,2.7972139337546156,7535795026375.282,28110735276179.0,0.2415451016544981,1e-05,10.229988526710745,1.0239988515495015,1.0239988515495015,0.00020335146131880715,0.00018209979576872215,3.3139962832374777e-06,2.04599770534215e-08,2.0459977053327252e-10,5.348015483969033e-16,1.1999999604890879,2.7973510627646814,7535795026375.282,28110735276179.0,0.2415451016544981,1e-05,10.229988526710745,1.0239988515490477,1.0239988515490477,0.00020335146131826467,0.0001820997957687227,3.3139962832374857e-06,2.045997705342163e-08,2.0459977053327386e-10,5.348015483968945e-16,1.1999994645857923,2.7974876313914043,7535795026375.282,28110735276179.0,0.24154510165449689,1e-05,10.229988526721893,1.0239988517155552,1.0239988517155552,0.00020335137326573722,0.00018209979578064306,3.3139962834544244e-06,2.0459977055653613e-08,2.045997705555937e-10,5.348015482463008e-16,1.1999862420120624,2.7976174625814583,7535795026375.282,28110735276179.0,10.229999999982557,1.024000002445012,1.024000002445012,0.00019430013765504424,0.00018209999998136583,3.313999999660881e-06,2.0459999996510846e-08,2.0459999996510823e-10,5.34800000235417e-16,1.5978767813461505,10.23,1.0241165966576928,1.023999998794102,0.0001943000000000725,0.0001821,3.314e-06,2.0459999999999986e-08,2.0459999999999984e-10,5.348000000000012e-16,-1.5999995624914722,0.0,2.726367702871623e-10
0.24154510165150278,1e-05,10.229988526667182,1.0239988515163436,1.0239988515163436,0.00020335149568727942,0.00018209979576794667,3.3139962832233653e-06,2.045997705333437e-08,2.0459977053240124e-10,5.348015484027909e-16,1.1999696867004217,2.797055296200567,7535795026375.282,28110735276179.0,0.24154510165150278,1e-05,10.229988526667182,1.0239988515434681,1.0239988515434681,0.00020335149568727942,0.00018209979576794667,3.3139962832233653e-06,2.045997705333437e-08,2.0459977053240124e-10,5.34801548402785e-16,1.1999982019833892,2.7972072251089446,7535795026375.282,28110735276179.0,0.24154510165150278,1e-05,10.229988526667182,1.0239988515450205,1.0239988515450205,0.00020335149568727942,0.00018209979576794667,3.3139962832233653e-06,2.045997705333437e-08,2.0459977053240124e-10,5.348015484027846e-16,1.1999998339331883,2.797344917238323,7535795026375.282,28110735276179.0,0.24154510165150278,1e-05,10.229988526667182,1.023998851543675,1.023998851543675,0.0002033514956867369,0.00018209979576794722,3.3139962832233733e-06,2.04599770533345e-08,2.0459977053240258e-10,5.348015484027759e-16,1.1999984008493083,2.79748099262045,7535795026375.282,28110735276179.0,0.24154510165150156,1e-05,10.22998852667833,1.02399885169865,1.02399885169865,0.00020335140763354074,0.0001820997957798677,3.3139962834403137e-06,2.04599770555665e-08,2.0459977055472258e-10,5.348015482521847e-16,1.1999730530175678,2.7976044029846086,7535795026375.282,28110735276179.0,10.229999999982557,1.0240000024450227,1.0240000024450227,0.00019430013765608977,0.0001820999999813657,3.3139999996608785e-06,2.045999999651082e-08,2.0459999996510797e-10,5.348000002354188e-16,1.5978769116709701,10.23,1.024116596728687,1.023999998814444,0.0001943000000000725,0.0001821,3.314e-06,2.0459999999999986e-08,2.0459999999999984e-10,5.348000000000012e-16,-1.599999692816327,0.0,5.452735405743246e-10
0.24154510164551213,1e-05,10.229988526580053,1.023998851481448,1.023998851481448,0.00020335156442422372,0.00018209979576639575,3.31399628319514e-06,2.0459977053160114e-08,2.0459977053065865e-10,5.348015484145698e-16,1.1999421702589554,2.797029479256315,7535795026375.282,28110735276179.0,0.24154510164551213,1e-05,10.229988526580053,1.0239988515306544,1.0239988515306544,0.00020335156442422372,0.00018209979576639575,3.31399628319514e-06,2.0459977053160114e-08,2.0459977053065865e-10,5.348015484145489e-16,1.19999389966061,2.7971936957081827,7535795026375.282,28110735276179.0,0.24154510164551213,1e-05,10.229988526580053,1.0239988515356204,1.0239988515356204,0.00020335156442422372,0.00018209979576639575,3.31399628319514e-06,2.0459977053160114e-08,2.0459977053065865e-10,5.348015484145472e-16,1.199999120412137,2.7973332907044615,7535795026375.282,28110735276179.0,0.24154510164551213,1e-05,10.229988526580053,1.0239988515313103,1.0239988515313103,0.00020335156442368119,0.0001820997957663963,3.313996283195148e-06,2.0459977053160243e-08,2.0459977053066e-10,5.348015484145396e-16,1.1999945706835462,2.797467713255579,7535795026375.282,28110735276179.0,0.2415451016455109,1e-05,10.229988526591201,1.0239988516666634,1.0239988516666634,0.00020335147636914758,0.00018209979577831693,3.313996283412092e-06,2.0459977055392277e-08,2.0459977055298035e-10,5.348015482639595e-16,1.1999485919513886,2.7975802034929766,7535795026375.282,28110735276179.0,10.229999999982557,1.024000002445044,1.024000002445044,0.00019430013765818081,0.00018209999998136542,3.3139999996608734e-06,2.0459999996510766e-08,2.0459999996510742e-10,5.348000002354224e-16,1.5978771723190806,10.23,1.0241165968706745,1.0239999988551278,0.0001943000000000725,0.0001821,3.314e-06,2.0459999999999986e-08,2.0459999999999984e-10,5.348000000000012e-16,-1.5999999534645075,0.0,1.0905470811486492e-09
0.24154510163353082,1e-05,10.229988526405796,1.0239988514171687,1.0239988514171687,0.0002033517018981116,0.00018209979576329387,3.3139962831386895e-06,2.04599770528116e-08,2.045997705271735e-10,5.348015484381528e-16,1.1998929322010197,2.796983331443124,7535795026375.282,28110735276179.0,0.24154510163353082,1e-05,10.229988526405796,1.0239988515009002,1.0239988515009002,0.0002033517018981116,0.00018209979576329387,3.3139962831386895e-06,2.04599770528116e-08,2.045997705271735e-10,5.348015484380833e-16,1.1999809569410929,2.797166762472508,7535795026375.282,28110735276179.0,0.24154510163353082,1e-05,10.229988526405796,1.0239988515142613,1.0239988515142613,0.0002033517018981116,0.00018209979576329387,3.3139962831386895e-06,2.04599770528116e-08,2.045997705271735e-10,5.348015484380745e-16,1.1999950030838857,2.7973110295884567,7535795026375.282,28110735276179.0,0.24154510163353082,1e-05,10.229988526405796,1.0239988515028622,1.0239988515028622,0.00020335170189756904,0.00018209979576329442,3.3139962831386975e-06,2.045997705281173e-08,2.0459977052717485e-10,5.34801548438073e-16,1.199983000975337,2.7974415068854834,7535795026375.282,28110735276179.0,0.2415451016335296,1e-05,10.229988526416944,1.0239988516075822,1.0239988516075822,0.0002033516138403605,0.00018209979577521544,3.313996283355648e-06,2.0459977055043832e-08,2.0459977054949588e-10,5.348015482875314e-16,1.1999048127308336,2.7975369455620314,7535795026375.282,28110735276179.0,10.229999999982557,1.0240000024450864,1.0240000024450864,0.00019430013766236293,0.00018209999998136485,3.313999999660863e-06,2.045999999651066e-08,2.0459999996510636e-10,5.348000002354296e-16,1.5978776936095804,10.23,1.024116597154647,1.0239999989364956,0.0001943000000000725,0.0001821,3.314e-06,2.0459999999999986e-08,2.0459999999999984e-10,5.348000000000012e-16,-1.600000474755148,0.0,2.1810941622972984e-09
0.24154510162154952,1e-05,10.229988526231539,1.0239988513591674,1.0239988513591674,0.00020335183937199847,0.000182099795760192,3.313996283082239e-06,2.0459977052463085e-08,2.0459977052368836e-10,5.348015484617679e-16,1.1998502938945097,2.796943427672549,7535795026375.282,28110735276179.0,0.24154510162154952,1e-05,10.229988526231539,1.0239988514667961,1.0239988514667961,0.00020335183937199847,0.000182099795760192,3.313996283082239e-06,2.0459977052463085e-08,2.0459977052368836e-10,5.348015484616286e-16,1.199963441188106,2.7971401584608837,7535795026375.282,28110735276179.0,0.24154510162154952,1e-05,10.229988526231539,1.0239988514893803,1.0239988514893803,0.00020335183937199847,0.000182099795760192,3.313996283082239e-06,2.0459977052463085e-08,2.0459977052368836e-10,5.348015484616062e-16,1.1999871834255664,2.7972895586426945,7535795026375.282,28110735276179.0,0.24154510162154952,1e-05,10.229988526231539,1.023998851470449,1.023998851470449,0.0002033518393714559,0.00018209979576019254,3.313996283082247e-06,2.0459977052463214e-08,2.045997705236897e-10,5.348015484616162e-16,1.199967262965922,2.7974158440027526,7535795026375.282,28110735276179.0,0.2415451016215483,1e-05,10.229988526242687,1.02399885155406,1.02399885155406,0.00020335175131157242,0.00018209979577211394,3.3139962832992043e-06,2.0459977054695388e-08,2.045997705460114e-10,5.34801548311132e-16,1.1998668774236072,2.7974995315366487,7535795026375.282,28110735276179.0,10.229999999982557,1.0240000024451288,1.0240000024451288,0.00019430013766654514,0.00018209999998136428,3.313999999660853e-06,2.0459999996510554e-08,2.045999999651053e-10,5.348000002354368e-16,1.5978782148922306,10.23,1.0241165974386168,1.0239999990178634,0.0001943000000000725,0.0001821,3.314e-06,2.0459999999999986e-08,2.0459999999999984e-10,5.348000000000012e-16,-1.6000009960379389,0.0,3.271641243445948e-09
0.24154510159758694,1e-05,10.229988525883025,1.0239988512543114,1.0239988512543114,0.00020335211431976927,0.00018209979575398825,3.3139962829693384e-06,2.045997705176606e-08,2.0459977051671807e-10,5.34801548509079e-16,1.1997767357998914,2.796874644822008,7535795026375.282,28110735276179.0,0.24154510159758694,1e-05,10.229988525883025,1.0239988513926,1.0239988513926,0.00020335211431976927,0.00018209979575398825,3.3139962829693384e-06,2.045997705176606e-08,2.0459977051671807e-10,5.34801548508762e-16,1.1999221146668584,2.797088438850196,7535795026375.282,28110735276179.0,0.24154510159758694,1e-05,10.229988525883025,1.0239988514304772,1.0239988514304772,0.00020335211431976927,0.00018209979575398825,3.3139962829693384e-06,2.045997705176606e-08,2.0459977051671807e-10,5.348015485086951e-16,1.1999619341897318,2.7972463502695444,7535795026375.282,28110735276179.0,0.24154510159758694,1e-05,10.229988525883025,1.0239988513998604,1.0239988513998604,0.00020335211431922665,0.0001820997957539888,3.3139962829693464e-06,2.045997705176619e-08,2.0459977051671942e-10,5.348015485087413e-16,1.1999297291269309,2.797366132219804,7535795026375.282,28110735276179.0,0.24154510159758572,1e-05,10.229988525894175,1.0239988514567597,1.0239988514567597,0.0002033520262539931,0.00018209979576591092,3.313996283186317e-06,2.0459977053998498e-08,2.0459977053904246e-10,5.348015483584051e-16,1.1998012510454161,2.797434947698625,7535795026375.282,28110735276179.0,10.229999999982555,1.0240000024452136,1.0240000024452136,0.0001943001376749097,0.00018209999998136314,3.3139999996608323e-06,2.0459999996510343e-08,2.0459999996510319e-10,5.348000002354511e-16,1.5978792574338627,10.23,1.024116598006547,1.023999999180599,0.0001943000000000725,0.0001821,3.314e-06,2.0459999999999986e-08,2.0459999999999984e-10,5.348000000000012e-16,-1.6000020385798521,0.0,5.452735405743246e-09
0.24154510157362435,1e-05,10.22998852553451,1.0239988511598228,1.0239988511598228,0.00020335238926753605,0.0001820997957477845,3.3139962828564378e-06,2.0459977051069034e-08,2.0459977050974778e-10,5.348015485564873e-16,1.19971407655676,2.7968160373356206,7535795026375.282,28110735276179.0,0.24154510157362435,1e-05,10.22998852553451,1.023998851313549,1.023998851313549,0.00020335238926753605,0.0001820997957477845,3.3139962828564378e-06,2.0459977051069034e-08,2.0459977050974778e-10,5.348015485559574e-16,1.1998756845146485,2.797038422966452,7535795026375.282,28110735276179.0,0.24154510157362435,1e-05,10.22998852553451,1.0239988513620937,1.0239988513620937,0.00020335238926753605,0.0001820997957477845,3.3139962828564378e-06,2.0459977051069034e-08,2.0459977050974778e-10,5.348015485558272e-16,1.1999267183910258,2.797202271210587,7535795026375.282,28110735276179.0,0.24154510157362435,1e-05,10.22998852553451,1.0239988513243348,1.0239988513243348,0.0002033523892669934,0.00018209979574778504,3.313996282856446e-06,2.0459977051069163e-08,2.0459977050974913e-10,5.348015485559232e-16,1.1998870050685035,2.7973180783242784,7535795026375.282,28110735276179.0,0.24154510157362313,1e-05,10.229988525545663,1.0239988513683647,1.0239988513683647,0.00020335230119640965,0.0001820997957597079,3.3139962830734294e-06,2.0459977053301608e-08,2.0459977053207352e-10,5.348015484057652e-16,1.1997449862290517,2.7973797253910067,7535795026375.282,28110735276179.0,10.229999999982553,1.0240000024452984,1.0240000024452984,0.00019430013768327454,0.000182099999981362,3.3139999996608115e-06,2.045999999651013e-08,2.0459999996510107e-10,5.348000002354653e-16,1.5978802999439374,10.23,1.024116598574465,1.0239999993433346,0.0001943000000000725,0.0001821,3.314e-06,2.0459999999999986e-08,2.0459999999999984e-10,5.348000000000012e-16,-1.6000030810902086,0.0,7.633829568040545e-09
0.24154510154966177,1e-05,10.229988525185997,1.0239988510710727,1.0239988510710727,0.00020335266421529885,0.00018209979574158075,3.313996282743537e-06,2.045997705037201e-08,2.045997705027775e-10,5.348015486039824e-16,1.1996574499762673,2.7967629436887855,7535795026375.282,28110735276179.0,0.24154510154966177,1e-05,10.229988525185997,1.0239988512325284,1.0239988512325284,0.00020335266421529885,0.00018209979574158075,3.313996282743537e-06,2.045997705037201e-08,2.045997705027775e-10,5.348015486032196e-16,1.1998271837601846,2.796989631092818,7535795026375.282,28110735276179.0,0.24154510154966177,1e-05,10.229988525185997,1.0239988512876128,1.0239988512876128,0.00020335266421529885,0.00018209979574158075,3.313996282743537e-06,2.045997705037201e-08,2.045997705027775e-10,5.348015486030132e-16,1.199885092639798,2.797157118930586,7535795026375.282,28110735276179.0,0.24154510154966177,1e-05,10.229988525185997,1.0239988512464477,1.0239988512464477,0.00020335266421475615,0.0001820997957415813,3.3139962827435452e-06,2.0459977050372138e-08,2.0459977050277884e-10,5.348015486031669e-16,1.1998417986329108,2.797271030447207,7535795026375.282,28110735276179.0,0.24154510154966055,1e-05,10.22998852519715,1.0239988512846594,1.0239988512846594,0.00020335257613882205,0.00018209979575350488,3.313996282960542e-06,2.0459977052604718e-08,2.0459977052510457e-10,5.348015484532034e-16,1.1996936516820333,2.7973294333212357,7535795026375.282,28110735276179.0,10.229999999982551,1.0240000024453833,1.0240000024453833,0.00019430013769163962,0.00018209999998136087,3.3139999996607908e-06,2.045999999650992e-08,2.0459999996509895e-10,5.348000002354796e-16,1.5978813424224438,10.23,1.0241165991423704,1.0239999995060702,0.0001943000000000725,0.0001821,3.314e-06,2.0459999999999986e-08,2.0459999999999984e-10,5.348000000000012e-16,-1.6000041235689964,0.0,9.814923730337843e-09
